446,223,4465,47,1,0
448,224,4445,51,1,0
450,225,4425,43,1,0
452,226,4406,46,1,0
454,227,4386,48,1,0
456,228,4367,49,1,0
458,229,4348,47,1,0
460,230,4330,52,1,0
462,231,4311,51,1,0
464,232,4292,49,1,0
466,233,4274,51,1,0
468,234,4256,44,1,0
470,235,4238,48,1,0
472,236,4221,47,0,0
474,237,4203,51,0,0
476,238,4186,50,0,0
478,239,4168,49,0,0
480,240,4151,49,0,0
482,241,4134,53,0,0
484,242,4117,55,0,0
486,243,4100,68,0,0
488,244,4083,67,0,0
490,245,4067,49,0,0
492,246,4050,45,0,0
494,247,4034,51,0,0
496,248,4018,49,0,0
498,249,4002,46,0,0
500,250,3986,49,0,0
502,251,3970,51,0,0
504,252,3954,51,0,0
506,253,3939,51,0,0
508,254,3923,44,0,0
510,255,3908,48,0,0
512,256,3893,49,0,0
514,257,3877,55,0,0
516,258,3863,50,0,0
518,259,3848,49,0,0
520,260,3833,51,0,0
522,261,3818,53,0,0
524,262,3804,52,0,0
526,263,3789,55,0,0
528,264,3775,48,0,0
530,265,3761,47,0,0
532,266,3747,41,0,0
534,267,3733,47,0,0
536,268,3719,47,0,0
538,269,3705,50,0,0
540,270,3692,48,0,0
542,271,3678,49,0,0
544,272,3665,51,0,0
546,273,3651,47,0,0
548,274,3638,50,0,0
550,275,3625,45,0,0
552,276,3612,47,0,0
554,277,3599,46,0,0
556,278,3586,51,0,0
558,279,3573,51,0,0
560,280,3560,52,0,0
562,281,3548,52,0,0
564,282,3535,50,0,0
566,283,3523,66,0,0
568,284,3510,67,0,0
570,285,3498,66,0,0
572,286,3486,50,0,0
574,287,3474,50,0,0
576,288,3462,52,0,0
578,289,3450,48,0,0
580,290,3438,49,0,0
582,291,3426,50,0,0
584,292,3414,50,0,0
586,293,3403,48,0,0
588,294,3391,47,0,0
590,295,3380,47,0,0
592,296,3369,50,0,0
594,297,3357,49,0,0
596,298,3346,54,0,0
598,299,3335,49,0,0
600,300,3324,51,0,0
602,301,3313,49,0,0
604,302,3302,52,0,0
606,303,3291,55,0,0
608,304,3280,57,0,0
610,305,6535,50,1,0
612,306,3259,45,0,0
614,307,6493,47,1,0
616,308,6473,49,1,0
618,309,6453,47,0,0
620,310,6433,48,0,0
622,311,6413,45,0,0
624,312,6391,53,0,0
626,313,6371,50,0,0
628,314,6351,50,0,0
630,315,6331,50,0,0
632,316,6311,50,0,0
634,317,6291,56,0,0
636,318,6271,54,0,0
638,319,6253,48,0,0
640,320,6233,51,0,0
642,321,6213,48,0,0
644,322,6193,47,0,0
646,323,6175,47,0,0
648,324,6155,49,0,0
650,325,6137,49,0,0
652,326,6119,47,0,0
654,327,6099,48,0,0
656,328,6081,48,0,0
658,329,6063,47,0,0
660,330,6045,39,0,0
662,331,6027,48,0,0
664,332,6009,50,0,0
666,333,5991,48,0,0
668,334,5973,50,0,0
670,335,5955,50,0,0
672,336,5937,45,0,0
674,337,5919,49,0,0
676,338,5901,50,0,0
678,339,5885,47,0,0
680,340,5867,50,0,0
682,341,5849,52,0,0
684,342,5833,49,0,0
686,343,5815,49,0,0
688,344,5799,47,0,0
690,345,5783,50,0,0
692,346,5765,50,0,0
694,347,5749,50,0,0
696,348,5733,47,0,0
698,349,5717,47,0,0
700,350,5701,37,0,0
702,351,5683,37,0,0
704,352,5667,48,0,0
706,353,5651,38,0,0
708,354,5635,47,0,0
710,355,5619,44,0,0
712,356,5605,50,0,0
714,357,5589,54,0,0
716,358,5573,51,0,0
718,359,5557,47,0,0
720,360,5543,54,0,0
722,361,5527,52,0,0
724,362,5511,51,0,0
726,363,5497,49,0,0
728,364,5481,49,0,0
730,365,5467,49,0,0
732,366,5451,53,0,0
734,367,5437,50,0,0
736,368,5423,56,0,0
738,369,5407,54,0,0
740,370,5393,56,0,0
742,371,5379,55,0,0
744,372,5363,60,0,0
746,373,5349,58,0,0
748,374,5335,48,0,0
750,375,5321,48,0,0
752,376,5307,50,0,0
754,377,5293,46,0,0
756,378,5279,46,0,0
758,379,5265,47,0,0
760,380,5251,51,0,0
762,381,5237,50,0,0
764,382,5223,44,0,0
766,383,5211,48,0,0
768,384,5197,52,0,0
770,385,5183,46,0,0
772,386,5169,50,0,0
774,387,5157,47,0,0
776,388,5143,49,0,0
778,389,7693,50,1,0
780,390,7675,42,0,0
782,391,5105,46,0,0
784,392,7636,49,0,0
786,393,7618,48,0,0
788,394,7597,49,0,0
790,395,7579,50,0,0
792,396,7558,49,0,0
794,397,7540,51,0,0
796,398,7522,48,0,0
798,399,7504,45,0,0
800,400,7483,53,0,0
802,401,7465,50,0,0
804,402,7447,47,0,0
806,403,7429,48,0,0
808,404,7411,50,0,0
810,405,7393,48,0,0
812,406,7375,54,0,0
814,407,7354,48,0,0
816,408,7336,47,0,0
818,409,7321,46,0,0
820,410,7303,46,0,0
822,411,7285,50,0,0
824,412,7267,48,0,0
826,413,7249,48,0,0
828,414,7231,52,0,0
830,415,7213,53,0,0
832,416,7198,46,0,0
834,417,7180,50,0,0
836,418,7162,48,0,0
838,419,7144,59,0,0
840,420,7129,51,0,0
842,421,7111,48,0,0
844,422,7096,52,0,0
846,423,7078,46,0,0
848,424,7060,47,0,0
850,425,7045,47,0,0
852,426,7027,50,0,0
854,427,7012,51,0,0
856,428,6997,47,0,0
858,429,6979,45,0,0
860,430,6964,49,0,0
862,431,6946,50,0,0
864,432,6931,55,0,0
866,433,6916,48,0,0
868,434,6898,51,0,0
870,435,6883,50,0,0
872,436,6868,52,0,0
874,437,6853,52,0,0
876,438,6835,55,0,0
878,439,6820,45,0,0
880,440,6805,46,0,0
882,441,6790,50,0,0
884,442,6775,49,0,0
886,443,6760,50,0,0
888,444,6745,49,0,0
890,445,6730,54,0,0
892,446,6715,51,0,0
894,447,6700,50,0,0
896,448,6685,54,0,0
898,449,6670,48,0,0
900,450,6655,51,0,0
902,451,6640,48,0,0
904,452,6625,50,0,0
906,453,6610,49,0,0
908,454,6595,50,0,0
910,455,6580,49,0,0
912,456,6568,50,0,0
914,457,6553,46,0,0
916,458,6538,49,0,0
918,459,6523,47,0,0
920,460,6511,49,0,0
922,461,6496,52,0,0
924,462,6481,50,0,0
926,463,6469,46,0,0
928,464,6454,48,0,0
930,465,6439,51,0,0
932,466,6427,49,0,0
934,467,6412,50,0,0
936,468,6400,46,0,0
938,469,6385,49,0,0
940,470,6373,46,0,0
942,471,6358,45,0,0
944,472,6346,49,0,0
946,473,6331,47,0,0
948,474,6319,48,0,0
950,475,6304,51,0,0
952,476,8389,51,0,0
954,477,8373,47,0,0
956,478,8353,47,0,0
958,479,8337,45,0,0
960,480,8321,51,0,0
962,481,8301,49,0,0
964,482,8285,51,0,0
966,483,8269,53,0,0
968,484,8249,50,0,0
970,485,8233,50,0,0
972,486,8217,47,0,0
974,487,8201,52,0,0
976,488,8181,47,0,0
978,489,8165,46,0,0
980,490,8149,51,0,0
982,491,8133,49,0,0
984,492,8117,47,0,0
986,493,8101,48,0,0
988,494,8085,51,0,0
990,495,8069,50,0,0
992,496,8053,47,0,0
994,497,8037,49,0,0
996,498,8021,46,0,0
998,499,8005,49,0,0
1000,500,7989,47,0,0
1002,501,7973,55,0,0
1004,502,7957,49,0,0
1006,503,7941,48,0,0
1008,504,7925,47,0,0
1010,505,7909,52,0,0
1012,506,7893,49,0,0
1014,507,7877,53,0,0
1016,508,7861,40,0,0
1018,509,7845,50,0,0
1020,510,7829,49,0,0
1022,511,7817,49,0,0
1024,512,7801,48,0,0
1026,513,7785,50,0,0
1028,514,7769,49,0,0
1030,515,7753,50,0,0
1032,516,7741,48,0,0
1034,517,7725,50,0,0
1036,518,7709,50,0,0
1038,519,7697,52,0,0
1040,520,7681,50,0,0
1042,521,7665,49,0,0
1044,522,7653,49,0,0
1046,523,7637,47,0,0
1048,524,7621,51,0,0
1050,525,7609,49,0,0
1052,526,7593,46,0,0
1054,527,7577,39,0,0
1056,528,7565,48,0,0
1058,529,7549,47,0,0
1060,530,7537,49,0,0
1062,531,7521,47,0,0
1064,532,7509,47,0,0
1066,533,7493,47,0,0
1068,534,7481,48,0,0
1070,535,7465,50,0,0
1072,536,7453,48,0,0
1074,537,7437,51,0,0
1076,538,7425,51,0,0
1078,539,7409,49,0,0
1080,540,7397,45,0,0
1082,541,7385,51,0,0
1084,542,7369,49,0,0
1086,543,7357,49,0,0
1088,544,7341,48,0,0
1090,545,7329,50,0,0
1092,546,7317,45,0,0
1094,547,7301,46,0,0
1096,548,7289,44,0,0
1098,549,7277,47,0,0
1100,550,7261,51,0,0
1102,551,7249,47,0,0
1104,552,7237,48,0,0
1106,553,9031,47,0,0
1108,554,7209,49,0,0
1110,555,7197,49,0,0
1112,556,8981,55,0,0
1114,557,8966,53,0,0
1116,558,8946,47,0,0
1118,559,8931,50,0,0
1120,560,8916,51,0,0
1122,561,8901,48,0,0
1124,562,8886,48,0,0
1126,563,8871,56,0,0
1128,564,8851,50,0,0
1130,565,8836,47,0,0
1132,566,8821,51,0,0
1134,567,8806,47,0,0
1136,568,8791,49,0,0
1138,569,8776,47,0,0
1140,570,8761,48,0,0
1142,571,8746,50,0,0
1144,572,8731,50,0,0
1146,573,8716,51,0,0
1148,574,8701,47,0,0
1150,575,8686,54,0,0
1152,576,8671,71,0,0
1154,577,8656,50,0,0
1156,578,8641,49,0,0
1158,579,8626,51,0,0
1160,580,8611,50,0,0
1162,581,8596,49,0,0
1164,582,8581,48,0,0
1166,583,8566,49,0,0
1168,584,8551,48,0,0
1170,585,8536,47,0,0
1172,586,8521,51,0,0
1174,587,8506,50,0,0
1176,588,8491,47,0,0
1178,589,8476,51,0,0
1180,590,8466,51,0,0
1182,591,8451,48,0,0
1184,592,8436,49,0,0
1186,593,8421,49,0,0
1188,594,8406,52,0,0
1190,595,8391,47,0,0
1192,596,8381,37,0,0
1194,597,8366,46,0,0
1196,598,8351,44,0,0
1198,599,8336,50,0,0
1200,600,8321,50,0,0
1202,601,8311,48,0,0
1204,602,8296,55,0,0
1206,603,8281,49,0,0
1208,604,8266,49,0,0
1210,605,8256,50,0,0
1212,606,8241,52,0,0
1214,607,8226,49,0,0
1216,608,8216,47,0,0
1218,609,8201,47,0,0
1220,610,8186,48,0,0
1222,611,8171,53,0,0
1224,612,8161,48,0,0
1226,613,8146,51,0,0
1228,614,8136,47,0,0
1230,615,8121,70,0,0
1232,616,8106,50,0,0
1234,617,8096,49,0,0
1236,618,8081,51,0,0
1238,619,8066,49,0,0
1240,620,8056,45,0,0
1242,621,8041,50,0,0
1244,622,8031,50,0,0
1246,623,8016,50,0,0
1248,624,8006,47,0,0
1250,625,7991,48,0,0
1252,626,7976,49,0,0
1254,627,7966,46,0,0
1256,628,7951,48,0,0
1258,629,7941,51,0,0
1260,630,7926,48,0,0
1262,631,7916,48,0,0
1264,632,7901,51,0,0
1266,633,7891,49,0,0
1268,634,7876,45,0,0
1270,635,7866,47,0,0
1272,636,7851,51,0,0
1274,637,7841,50,0,0
1276,638,7826,50,0,0
1278,639,7816,50,0,0
1280,640,7806,49,0,0
1282,641,9349,47,0,0
1284,642,7781,48,0,0
1286,643,7766,51,0,0
1288,644,9307,45,0,0
1290,645,9289,51,0,0
1292,646,9277,52,0,0
1294,647,9265,50,0,0
1296,648,9247,47,0,0
1298,649,9235,47,0,0
1300,650,9223,49,0,0
1302,651,9205,57,0,0
1304,652,9193,48,0,0
1306,653,9181,47,0,0
1308,654,9163,46,0,0
1310,655,9151,49,0,0
1312,656,9139,50,0,0
1314,657,9121,47,0,0
1316,658,9109,50,0,0
1318,659,9097,50,0,0
1320,660,9079,51,0,0
1322,661,9067,48,0,0
1324,662,9055,47,0,0
1326,663,9043,53,0,0
1328,664,9025,73,0,0
1330,665,9013,52,0,0
1332,666,9001,47,0,0
1334,667,8989,50,0,0
1336,668,8971,47,0,0
1338,669,8959,46,0,0
1340,670,8947,50,0,0
1342,671,8935,50,0,0
1344,672,8917,45,0,0
1346,673,8905,52,0,0
1348,674,8893,47,0,0
1350,675,8881,47,0,0
1352,676,8869,49,0,0
1354,677,8851,51,0,0
1356,678,8839,49,0,0
1358,679,8827,48,0,0
1360,680,8815,49,0,0
1362,681,8803,51,0,0
1364,682,8791,48,0,0
1366,683,8773,45,0,0
1368,684,8761,37,0,0
1370,685,8749,52,0,0
1372,686,8737,48,0,0
1374,687,8725,52,0,0
1376,688,8713,49,0,0
1378,689,8701,47,0,0
1380,690,8689,51,0,0
1382,691,8677,48,0,0
1384,692,8665,50,0,0
1386,693,8647,53,0,0
1388,694,8635,47,0,0
1390,695,8623,51,0,0
1392,696,8611,48,0,0
1394,697,8599,48,0,0
1396,698,8587,51,0,0
1398,699,8575,50,0,0
1400,700,8563,49,0,0
1402,701,8551,53,0,0
1404,702,8539,46,0,0
1406,703,8527,65,0,0
1408,704,8515,50,0,0
1410,705,8503,50,0,0
1412,706,8491,51,0,0
1414,707,8479,49,0,0
1416,708,8467,48,0,0
1418,709,8455,48,0,0
1420,710,8443,49,0,0
1422,711,8431,46,0,0
1424,712,8419,48,0,0
1426,713,8407,49,0,0
1428,714,8395,47,0,0
1430,715,8383,47,0,0
1432,716,8371,50,0,0
1434,717,8359,48,0,0
1436,718,8347,50,0,0
1438,719,8335,49,0,0
1440,720,9710,51,0,0
1442,721,9703,49,0,0
1444,722,9689,50,0,0
1446,723,9675,51,0,0
1448,724,9661,49,0,0
1450,725,9647,49,0,0
1452,726,9633,51,0,0
1454,727,9619,49,0,0
1456,728,9605,49,0,0
1458,729,9591,49,0,0
1460,730,9577,49,0,0
1462,731,9570,46,0,0
1464,732,9556,49,0,0
1466,733,9542,52,0,0
1468,734,9528,51,0,0
1470,735,9514,46,0,0
1472,736,9500,49,0,0
1474,737,9493,52,0,0
1476,738,9479,48,0,0
1478,739,9465,53,0,0
1480,740,9451,49,0,0
1482,741,9437,48,0,0
1484,742,9423,50,0,0
1486,743,9416,47,0,0
1488,744,9402,52,0,0
1490,745,9388,47,0,0
1492,746,9374,47,0,0
1494,747,9360,47,0,0
1496,748,9353,52,0,0
1498,749,9339,49,0,0
1500,750,9325,48,0,0
1502,751,9311,47,0,0
1504,752,9304,41,0,0
1506,753,9290,48,0,0
1508,754,9276,49,0,0
1510,755,9262,48,0,0
1512,756,9255,51,0,0
1514,757,9241,48,0,0
1516,758,9227,51,0,0
1518,759,9213,50,0,0
1520,760,9206,49,0,0
1522,761,9192,49,0,0
1524,762,9178,47,0,0
1526,763,9164,49,0,0
1528,764,9157,50,0,0
1530,765,9143,51,0,0
1532,766,9129,50,0,0
1534,767,9122,47,0,0
1536,768,9108,49,0,0
1538,769,9094,48,0,0
1540,770,9087,49,0,0
1542,771,9073,45,0,0
1544,772,9059,44,0,0
1546,773,9045,48,0,0
1548,774,9038,49,0,0
1550,775,9024,48,0,0
1552,776,9017,49,0,0
1554,777,9003,47,0,0
1556,778,8989,45,0,0
1558,779,8982,47,0,0
1560,780,8968,48,0,0
1562,781,8954,47,0,0
1564,782,8947,50,0,0
1566,783,8933,52,0,0
1568,784,8919,49,0,0
1570,785,8912,49,0,0
1572,786,8898,51,0,0
1574,787,8891,48,0,0
1576,788,8877,49,0,0
1578,789,8863,48,0,0
1580,790,8856,49,0,0
1582,791,8842,48,0,0
1584,792,8835,51,0,0
1586,793,8821,48,0,0
1588,794,8807,52,0,0
1590,795,8800,48,0,0
1592,796,8786,45,0,0
1594,797,8779,48,0,0
1596,798,8765,49,0,0
1598,799,8758,49,0,0
1600,800,8744,51,0,0
1602,801,8730,51,0,0
1604,802,8723,48,0,0
1606,803,9953,50,0,0
1608,804,9945,49,0,0
1610,805,8688,49,0,0
1612,806,9921,45,0,0
1614,807,9905,49,0,0
1616,808,9897,50,0,0
1618,809,9881,47,0,0
1620,810,9873,47,0,0
1622,811,9857,42,0,0
1624,812,9849,50,0,0
1626,813,9833,48,0,0
1628,814,9817,48,0,0
1630,815,9809,49,0,0
1632,816,9793,50,0,0
1634,817,9785,46,0,0
1636,818,9777,48,0,0
1638,819,9761,49,0,0
1640,820,9753,46,0,0
1642,821,9737,50,0,0
1644,822,9729,52,0,0
1646,823,9713,50,0,0
1648,824,9705,51,0,0
1650,825,9689,47,0,0
1652,826,9681,50,0,0
1654,827,9665,48,0,0
1656,828,9657,49,0,0
1658,829,9641,48,0,0
1660,830,9633,47,0,0
1662,831,9617,47,0,0
1664,832,9609,47,0,0
1666,833,9601,48,0,0
1668,834,9585,48,0,0
1670,835,9577,49,0,0
1672,836,9561,51,0,0
1674,837,9553,46,0,0
1676,838,9537,51,0,0
1678,839,9529,50,0,0
1680,840,9521,65,0,0
1682,841,9505,47,0,0
1684,842,9497,49,0,0
1686,843,9481,49,0,0
1688,844,9473,49,0,0
1690,845,9465,49,0,0
1692,846,9449,49,0,0
1694,847,9441,51,0,0
1696,848,9425,49,0,0
1698,849,9417,51,0,0
1700,850,9409,51,0,0
1702,851,9393,50,0,0
1704,852,9385,49,0,0
1706,853,9369,44,0,0
1708,854,9361,50,0,0
1710,855,9353,48,0,0
1712,856,9337,47,0,0
1714,857,9329,48,0,0
1716,858,9321,46,0,0
1718,859,9305,50,0,0
1720,860,9297,47,0,0
1722,861,9289,48,0,0
1724,862,9273,48,0,0
1726,863,9265,52,0,0
1728,864,9257,49,0,0
1730,865,9241,50,0,0
1732,866,9233,56,0,0
1734,867,9225,50,0,0
1736,868,9209,51,0,0
1738,869,9201,48,0,0
1740,870,9193,52,0,0
1742,871,9177,50,0,0
1744,872,9169,50,0,0
1746,873,9161,48,0,0
1748,874,9145,48,0,0
1750,875,9137,52,0,0
1752,876,9129,49,0,0
1754,877,9113,49,0,0
1756,878,9105,47,0,0
1758,879,9097,65,0,0
1760,880,9089,51,0,0
1762,881,10207,50,0,0
1764,882,9065,46,0,0
1766,883,9057,49,0,0
1768,884,10171,47,0,0
1770,885,9033,50,0,0
1772,886,9025,50,0,0
1774,887,10144,50,0,0
1776,888,10126,46,0,0
1778,889,10117,71,0,0
1780,890,10108,51,0,0
1782,891,10099,49,0,0
1784,892,10081,50,0,0
1786,893,10072,45,0,0
1788,894,10063,46,0,0
1790,895,10054,50,0,0
1792,896,10036,50,0,0
1794,897,10027,46,0,0
1796,898,10018,49,0,0
1798,899,10009,47,0,0
1800,900,9991,48,0,0
1802,901,9982,51,0,0
1804,902,9973,50,0,0
1806,903,9964,50,0,0
1808,904,9946,47,0,0
1810,905,9937,47,0,0
1812,906,9928,49,0,0
1814,907,9919,48,0,0
1816,908,9910,49,0,0
1818,909,9892,53,0,0
1820,910,9883,51,0,0
1822,911,9874,45,0,0
1824,912,9865,51,0,0
1826,913,9856,48,0,0
1828,914,9838,48,0,0
1830,915,9829,46,0,0
1832,916,9820,49,0,0
1834,917,9811,51,0,0
1836,918,9802,51,0,0
1838,919,9784,50,0,0
1840,920,9775,50,0,0
1842,921,9766,48,0,0
1844,922,9757,49,0,0
1846,923,9748,52,0,0
1848,924,9739,51,0,0
1850,925,9721,46,0,0
1852,926,9712,47,0,0
1854,927,9703,48,0,0
1856,928,9694,69,0,0
1858,929,9685,51,0,0
1860,930,9676,50,0,0
1862,931,9658,51,0,0
1864,932,9649,47,0,0
1866,933,9640,46,0,0
1868,934,9631,49,0,0
1870,935,9622,49,0,0
1872,936,9613,49,0,0
1874,937,9604,49,0,0
1876,938,9586,49,0,0
1878,939,9577,49,0,0
1880,940,9568,50,0,0
1882,941,9559,55,0,0
1884,942,9550,50,0,0
1886,943,9541,49,0,0
1888,944,9532,48,0,0
1890,945,9523,52,0,0
1892,946,9505,48,0,0
1894,947,9496,45,0,0
1896,948,9487,48,0,0
1898,949,9478,49,0,0
1900,950,9469,49,0,0
1902,951,9460,52,0,0
1904,952,9451,49,0,0
1906,953,9442,47,0,0
1908,954,9433,55,0,0
1910,955,9424,49,0,0
1912,956,9406,49,0,0
1914,957,9397,47,0,0
1916,958,9388,46,0,0
1918,959,9379,50,0,0
1920,960,9370,48,0,0
1922,961,9361,48,0,0
1924,962,9352,54,0,0
1926,963,9343,50,0,0
1928,964,9334,47,0,0
1930,965,9325,49,0,0
1932,966,9316,52,0,0
1934,967,10341,53,0,0
1936,968,9289,44,0,0
1938,969,10311,51,0,0
1940,970,10301,48,0,0
1942,971,10291,48,0,0
1944,972,10281,52,0,0
1946,973,10271,47,0,0
1948,974,10261,49,0,0
1950,975,10251,49,0,0
1952,976,10241,54,0,0
1954,977,10231,56,0,0
1956,978,10221,45,0,0
1958,979,10211,50,0,0
1960,980,10201,51,0,0
1962,981,10191,46,0,0
1964,982,10181,51,0,0
1966,983,10171,48,0,0
1968,984,10161,51,0,0
1970,985,10151,47,0,0
1972,986,10141,47,0,0
1974,987,10131,46,0,0
1976,988,10121,50,0,0
1978,989,10111,47,0,0
1980,990,10101,56,0,0
1982,991,10091,49,0,0
1984,992,10081,46,0,0
1986,993,10071,50,0,0
1988,994,10061,48,0,0
1990,995,10051,49,0,0
1992,996,10041,49,0,0
1994,997,10031,53,0,0
1996,998,10021,51,0,0
1998,999,10011,50,0,0
2000,1000,10001,48,0,0
2002,1001,9991,51,0,0
2004,1002,9981,49,0,0
2006,1003,9971,57,0,0
2008,1004,9961,51,0,0
2010,1005,9951,47,0,0
2012,1006,9941,47,0,0
2014,1007,9931,48,0,0
2016,1008,9921,47,0,0
2018,1009,9911,49,0,0
2020,1010,9901,49,0,0
2022,1011,9891,51,0,0
2024,1012,9881,49,0,0
2026,1013,9871,47,0,0
2028,1014,9861,47,0,0
2030,1015,9851,50,0,0
2032,1016,9841,50,0,0
2034,1017,9831,49,0,0
2036,1018,9821,49,0,0
2038,1019,9811,50,0,0
2040,1020,9801,49,0,0
